Record_ID,Country,State_Region,Date,Happiness_Score,GDP_Per_Capita,Social_Support,Healthy_Life_Expectancy,Freedom_To_Make_Life_Choices,Generosity,Perceptions_Of_Corruption,Positive_Affect,Negative_Affect,Confidence_In_Government
HAPPY_009710,Japan,Kumamoto,2020-03-13,4.681,7990.94,0.251,45.0,1.149,0.115,0.589,0.344,0.292,0.655
HAPPY_005074,Iran,Golestan,2023-10-25,5.521,10893.97,0.777,66.2,1.158,-0.042,0.47,0.734,0.187,0.186
HAPPY_012746,South Korea,Chungcheong,2015-02-16,,8801.65,1.668,45.4,0.537,-0.338,0.077,0.844,0.104,0.471
HAPPY_002790,Brazil,Rio de Janeiro,2023-02-05,8.127,2798.26,,80.1,1.101,0.428,0.329,0.717,0.811,0.506
HAPPY_007329,Iran,Qom,2015-07-27,5.676,6011.17,1.014,46.5,0.734,-0.279,0.579,0.553,0.54,0.187
HAPPY_009702,India,Gujarat,2023-08-20,5.098,6556.4,1.715,49.1,0.394,0.5,0.209,0.401,0.27,0.312
HAPPY_000333,South Africa,Gauteng,2018-06-12,3.645,45845.14,0.914,47.2,0.792,-0.2,0.12,0.67,0.081,0.227
HAPPY_012254,Australia,Northern Territory,2019-08-12,5.654,26841.41,1.075,51.9,0.497,-0.5,0.147,,0.509,0.133
HAPPY_012358,UK,England,2015-09-10,8.384,32027.94,1.472,65.4,1.187,0.335,0.165,0.633,0.373,0.075
HAPPY_011986,France,Brittany,2023-10-22,4.46,11837.66,1.009,63.6,1.41,-0.29,0.659,,0.602,0.423
HAPPY_001086,Brazil,Paraiba,2016-05-07,7.815,6701.6,1.833,59.4,0.468,-0.208,0.159,0.723,0.207,
HAPPY_005620,Canada,New Brunswick,2023-01-17,4.422,7568.22,0.958,74.6,0.939,0.202,0.368,0.685,0.426,0.418
HAPPY_000284,Turkey,Van,2019-01-17,7.822,30073.25,0.357,64.1,0.904,-0.277,0.537,0.918,0.185,0.354
HAPPY_003854,Turkey,Kayseri,2023-08-01,,6862.48,1.657,67.3,0.726,0.358,0.282,0.759,0.172,0.367
HAPPY_013203,Germany,Lower Saxony,2024-12-26,3.273,38384.67,1.558,79.0,1.127,0.3,0.194,0.537,0.549,0.561
HAPPY_007050,Brazil,Espirito Santo,2016-06-25,4.761,40711.87,1.555,55.8,0.844,-0.166,0.484,0.752,0.819,0.056
HAPPY_007188,Canada,Ontario,2021-10-13,5.923,9485.72,1.592,57.1,0.98,-0.246,0.272,0.795,0.18,0.437
HAPPY_007045,Turkey,Mersin,2016-05-08,7.055,16817.59,1.572,72.5,0.756,-0.5,0.63,0.789,0.278,0.422
HAPPY_005105,India,Punjab,2015-05-23,6.696,39402.37,0.696,76.5,1.261,-0.329,0.596,0.083,0.557,0.558
HAPPY_000521,Russia,Moscow Oblast,2022-06-01,6.109,10701.74,,74.8,0.863,-0.025,0.176,0.547,0.389,0.526
HAPPY_003805,France,Normandy,2022-02-16,3.275,9013.65,1.815,55.9,1.09,0.5,0.59,0.446,0.639,0.388
HAPPY_001278,Brazil,Espirito Santo,2017-11-15,3.061,6719.18,1.475,68.1,1.0,-0.059,0.671,,0.547,0.27
HAPPY_004919,USA,Florida,2022-10-07,8.492,12062.87,0.706,54.8,0.919,-0.105,0.154,0.882,0.278,0.375
HAPPY_013878,South Korea,Gyeongsang,2019-01-04,2.73,4209.53,1.295,,0.919,0.191,0.46,0.499,0.396,0.381
HAPPY_012684,Japan,Tokyo,2016-08-06,4.059,4295.92,1.261,74.6,0.941,0.048,0.444,0.298,0.469,0.121
HAPPY_011118,UK,Yorkshire,2018-07-16,4.263,14882.35,1.917,77.1,,-0.5,0.376,0.486,0.483,0.412
HAPPY_009154,China,Hunan,2016-04-08,3.068,14238.09,1.136,70.4,0.224,-0.227,0.513,0.992,0.657,0.816
HAPPY_011264,India,Madhya Pradesh,2023-08-14,2.643,29656.87,1.733,48.8,0.684,-0.048,0.43,0.489,0.054,0.443
HAPPY_008750,Spain,Castile and Leon,2019-08-26,5.84,1356.31,1.684,50.4,1.015,0.038,0.392,0.436,0.122,0.694
HAPPY_001681,China,Guangxi,2020-03-06,8.194,9304.1,1.019,54.6,0.784,0.141,0.08,0.513,0.334,0.163
HAPPY_003745,China,Shaanxi,2015-08-26,4.498,23524.47,1.913,75.5,1.201,,0.549,0.61,0.255,0.033
HAPPY_007549,UK,Yorkshire,2021-02-01,3.695,19757.77,1.02,85.0,0.772,0.5,0.254,0.92,0.162,0.406
HAPPY_000017,Brazil,Bahia,2023-09-18,3.824,26926.66,0.589,51.7,0.424,-0.289,0.188,,0.417,0.52
HAPPY_008947,Mexico,State of Mexico,2024-02-14,5.761,36925.98,0.498,67.6,0.529,0.259,0.596,0.713,0.818,0.34
HAPPY_002165,Canada,Saskatchewan,2016-10-18,7.219,28852.52,0.365,45.0,1.432,-0.071,0.515,0.828,0.058,0.239
HAPPY_000535,China,Jiangxi,2018-08-18,2.603,19349.89,1.937,69.3,1.111,-0.036,0.601,0.873,0.421,0.445
HAPPY_009946,Spain,Valencia,2019-06-04,7.414,8293.27,1.837,58.5,0.588,-0.162,0.145,0.406,0.731,0.528
HAPPY_008082,Japan,Kumamoto,2016-05-17,6.764,4539.97,,64.9,0.386,-0.254,0.252,0.767,0.624,0.647
HAPPY_002036,France,Brittany,2019-05-19,6.818,5608.34,1.068,65.0,0.804,-0.162,0.631,0.811,0.558,0.378
HAPPY_003123,France,Occitanie,2016-11-02,4.564,15924.09,1.87,52.5,0.786,-0.106,0.146,0.547,0.175,0.334
HAPPY_006679,Iran,Hamadan,2018-02-11,3.314,12210.63,0.745,76.4,0.494,-0.358,0.185,0.559,0.422,0.365
HAPPY_013583,Mexico,Durango,2018-04-18,2.553,9263.74,1.909,80.2,1.24,0.078,0.043,0.337,0.471,0.422
HAPPY_006290,Italy,Liguria,2024-01-28,5.568,48877.98,1.726,63.4,1.461,0.248,0.384,0.493,0.235,0.156
HAPPY_002180,South Africa,Free State,2022-04-26,6.335,18007.67,0.501,54.4,1.396,-0.202,0.238,0.166,0.345,0.849
HAPPY_012987,Turkey,Balikesir,2016-03-03,8.244,35726.9,1.977,68.9,0.957,0.5,0.332,0.947,0.571,0.297
HAPPY_000111,UK,England,2017-10-03,4.287,11835.63,0.391,65.0,1.251,0.488,0.355,0.356,0.369,0.66
HAPPY_014281,India,Madhya Pradesh,2015-12-14,2.622,5366.27,1.272,65.0,1.21,0.069,0.46,0.459,,0.291
HAPPY_010284,Japan,Shizuoka,2018-06-08,4.279,85814.38,1.548,58.0,0.88,,0.322,0.788,0.271,0.602
HAPPY_012018,Spain,Cantabria,2023-04-18,6.742,19341.66,1.686,64.4,0.24,0.136,0.046,0.154,0.211,0.23
HAPPY_015825,Spain,Catalonia,2020-01-06,7.228,8580.99,0.944,70.5,1.043,-0.241,0.132,0.547,0.38,0.571
HAPPY_000636,South Africa,Northern Cape,2018-11-03,6.349,20244.93,1.154,54.6,1.316,-0.017,0.436,0.376,0.418,0.135
HAPPY_002317,USA,Washington,2022-05-17,8.284,2350.65,0.876,62.1,1.356,0.238,0.673,0.733,0.135,0.142
HAPPY_005727,UK,England,2020-03-01,2.966,9573.44,0.773,63.3,0.818,0.5,0.368,0.528,0.243,0.278
HAPPY_001908,Brazil,Minas Gerais,2017-08-28,7.092,6202.85,1.363,66.2,0.604,0.06,0.368,0.645,0.317,0.078
HAPPY_000458,Australia,New South Wales,2022-08-14,4.984,7463.32,1.555,74.5,0.447,-0.14,0.607,0.711,0.135,0.438
HAPPY_012932,Canada,Yukon,2020-05-12,4.057,10912.18,1.515,58.8,1.191,-0.049,,0.259,0.16,0.302
HAPPY_002583,UK,Yorkshire,2017-03-01,4.298,16466.67,0.419,80.8,1.069,0.227,0.338,0.451,0.733,0.352
HAPPY_002753,Mexico,San Luis Potosi,2019-02-18,7.32,17043.05,1.861,52.8,0.72,0.193,0.326,0.117,0.53,0.36
HAPPY_009343,Canada,Saskatchewan,2022-07-04,4.466,12762.65,1.742,67.6,1.005,0.434,0.217,0.675,0.474,0.217
HAPPY_009018,Italy,Abruzzo,2021-07-04,3.238,9866.52,1.558,50.4,0.685,-0.065,0.093,0.821,0.642,0.451
HAPPY_015478,UK,Yorkshire,2018-06-07,8.171,11778.09,1.441,80.9,0.931,-0.123,0.512,0.79,0.278,0.179
HAPPY_008044,Spain,Navarre,2024-07-02,4.045,33077.95,1.392,51.9,0.401,-0.057,0.143,0.827,0.449,0.353
HAPPY_014335,Canada,British Columbia,2023-07-20,8.344,41816.36,0.837,63.5,0.599,-0.214,0.321,0.916,0.504,0.537
HAPPY_013524,Turkey,Istanbul,2024-07-16,6.482,19963.34,1.483,55.5,0.9,0.314,0.462,0.431,0.23,0.454
HAPPY_006221,Brazil,Sao Paulo,2015-01-26,3.342,48193.32,1.711,78.8,1.311,-0.157,0.796,0.221,0.409,0.668
HAPPY_009529,Australia,Australian Capital Territory,2015-07-06,4.274,8350.59,1.633,65.8,0.998,0.326,0.088,0.903,0.527,0.209
HAPPY_008018,China,Guangxi,2021-04-14,4.997,10088.61,1.745,73.5,0.768,0.117,0.459,,0.533,0.558
HAPPY_002306,Iran,Sistan and Baluchestan,2015-12-14,6.195,16647.04,1.31,55.6,1.049,-0.328,0.842,0.615,0.345,0.106
HAPPY_015565,Spain,Murcia,2020-10-11,2.893,17790.72,1.287,67.2,0.654,0.5,0.381,0.715,0.381,0.307
HAPPY_014567,Russia,Chelyabinsk Oblast,2023-06-28,7.136,16379.08,1.376,45.2,0.773,-0.098,0.055,0.69,0.364,0.112
HAPPY_007822,Turkey,Ankara,2024-10-02,5.046,6594.97,1.142,74.9,1.105,-0.125,0.277,0.892,0.456,0.08
HAPPY_012174,Turkey,Diyarbakir,2017-05-24,3.708,4473.52,0.609,55.2,0.798,-0.251,0.062,0.54,0.436,0.215
HAPPY_003766,Spain,Asturias,2019-06-28,2.663,8430.59,0.882,55.4,1.27,-0.057,0.294,0.44,,0.688
HAPPY_004037,India,Delhi,2020-03-09,5.891,58825.35,0.495,67.8,0.516,-0.114,0.377,0.765,0.216,0.157
HAPPY_003704,USA,California,2017-06-09,6.511,2591.96,0.215,48.9,1.05,0.127,0.519,0.651,0.174,0.27
HAPPY_010732,Italy,Abruzzo,2018-03-06,7.83,8290.59,0.24,63.6,0.604,-0.207,0.51,0.611,0.353,0.448
HAPPY_015037,China,Sichuan,2016-08-13,3.041,9096.98,1.64,80.4,0.957,-0.421,0.053,0.98,0.248,0.024
HAPPY_005294,France,Normandy,2020-04-07,3.211,16677.08,1.482,70.3,0.807,-0.374,0.204,0.627,0.503,0.203
HAPPY_015759,Australia,South Australia,2024-06-03,3.92,19131.51,1.638,55.4,0.97,0.265,0.438,0.715,0.667,0.707
HAPPY_006808,Brazil,Maranhao,2024-08-02,7.519,27489.38,1.314,77.4,1.111,0.146,,0.431,0.645,0.393
HAPPY_001968,Canada,Nunavut,2015-11-17,6.013,20423.99,0.284,83.8,0.907,0.309,0.477,0.83,0.785,0.8
HAPPY_011837,Russia,Novosibirsk Oblast,2022-12-26,5.586,9880.04,1.258,49.1,1.05,-0.133,0.506,0.237,0.654,
HAPPY_011062,Spain,Basque Country,2023-02-18,3.187,28340.71,0.991,47.2,1.417,-0.045,0.406,0.363,0.371,0.263
HAPPY_008344,Russia,Saint Petersburg,2024-01-10,5.346,10033.96,1.594,72.4,1.395,,0.103,0.54,0.553,0.678
HAPPY_007587,Iran,Gilan,2020-05-12,8.053,24392.21,1.2,68.1,1.365,,0.559,0.957,0.7,0.552
HAPPY_013160,South Africa,Limpopo,2023-11-18,3.547,12169.18,1.118,63.8,0.539,0.438,0.728,0.77,0.192,0.204
HAPPY_008204,China,Heilongjiang,2023-12-08,4.17,18853.29,0.817,60.5,1.062,-0.266,0.031,0.608,0.299,0.537
HAPPY_004266,South Korea,Jeju,2019-11-12,2.947,13961.14,1.456,77.3,0.742,-0.317,0.657,0.855,0.155,
HAPPY_010512,UK,North East,2022-08-19,6.77,12158.71,1.074,71.1,0.361,0.072,0.618,0.712,0.699,0.149
HAPPY_009909,South Korea,Jeolla,2016-05-13,8.471,29512.97,1.144,55.7,1.37,0.021,0.183,0.197,0.384,0.409
HAPPY_007375,Iran,Tehran,2016-09-01,6.909,14661.47,0.728,80.8,0.603,0.311,0.566,0.862,,0.586
HAPPY_003135,South Africa,Northern Cape,2022-09-13,6.173,5725.34,0.914,66.9,0.242,-0.232,0.1,0.474,0.373,0.444
HAPPY_006839,China,Henan,2020-09-06,7.904,59369.74,1.382,57.0,1.091,-0.5,0.633,0.446,0.576,0.363
HAPPY_011706,South Africa,Free State,2024-08-28,6.62,10913.57,1.314,45.0,1.409,-0.5,0.31,0.909,0.352,0.771
HAPPY_014640,Spain,Valencia,2024-01-24,4.395,15876.57,0.374,73.5,0.815,-0.099,0.662,0.26,0.167,0.61
HAPPY_010466,China,Shandong,2023-02-01,4.676,25252.2,1.069,56.1,0.689,-0.21,0.463,0.961,0.856,0.296
HAPPY_010831,Turkey,Balikesir,2019-06-10,6.52,7434.03,1.701,67.8,1.235,0.5,0.744,0.578,0.322,0.394
HAPPY_015342,Spain,Murcia,2016-04-02,6.889,23393.5,1.864,53.3,0.631,-0.035,0.359,0.876,0.696,0.471
HAPPY_003550,Spain,La Rioja,2021-09-03,2.918,5095.99,1.456,60.1,0.983,0.115,0.208,0.501,0.658,0.528
HAPPY_010440,Iran,Yazd,2017-12-18,5.088,20620.0,1.019,76.4,0.823,-0.327,0.079,0.932,0.603,0.328
HAPPY_001329,USA,Texas,2019-09-27,4.503,3594.13,1.737,68.4,0.962,0.407,0.111,0.808,0.378,0.413
HAPPY_001826,Russia,Sverdlovsk Oblast,2016-07-06,5.64,54990.96,1.104,85.0,1.017,-0.478,0.43,0.387,0.161,0.527
HAPPY_011246,Spain,Canary Islands,2023-04-23,7.753,24531.76,1.105,57.7,0.933,0.328,0.322,0.54,0.555,0.382
HAPPY_013157,Germany,Saxony-Anhalt,2016-06-11,4.861,14917.97,0.708,75.4,0.663,0.309,0.97,0.309,0.3,0.196
HAPPY_002965,USA,Illinois,2019-06-22,3.574,10885.66,1.229,65.4,0.258,-0.342,0.316,0.183,0.291,0.334
HAPPY_013941,UK,East Midlands,2015-07-09,2.549,8314.21,1.723,63.7,1.273,-0.5,0.115,0.547,0.3,
HAPPY_008570,Mexico,Puebla,2018-01-03,4.584,16924.31,0.873,69.3,0.852,-0.351,0.653,0.956,0.713,0.813
HAPPY_011759,South Korea,Gwangju,2021-10-25,3.405,3854.03,1.359,73.0,0.63,-0.161,0.396,0.344,0.225,0.11
HAPPY_007157,China,Yunnan,2020-03-02,4.7,9758.07,,61.0,0.759,-0.04,0.171,0.541,0.387,0.338
HAPPY_005075,USA,Georgia,2015-04-23,6.779,4933.61,1.623,50.5,1.184,0.489,0.556,0.849,0.639,0.577
HAPPY_012153,South Korea,Seoul,2024-05-27,7.853,,1.072,68.7,1.293,0.129,0.358,0.861,0.322,0.462
HAPPY_010933,USA,North Carolina,2022-07-12,4.302,4064.53,1.585,53.6,0.765,-0.308,0.513,0.601,0.31,0.626
HAPPY_007424,Turkey,Adana,2020-03-26,5.447,8058.29,0.865,60.2,0.989,-0.11,0.721,0.266,0.301,0.145
HAPPY_004425,Spain,Andalusia,2018-06-07,3.47,12539.56,0.954,74.4,0.548,0.398,0.28,0.889,0.759,0.56
HAPPY_015424,UK,London,2023-07-04,6.292,,1.801,78.7,1.15,-0.256,0.488,0.755,0.799,0.257
HAPPY_000228,Russia,Saint Petersburg,2024-03-25,8.322,9333.76,1.29,74.0,1.154,-0.124,0.247,0.445,0.447,0.207
HAPPY_014910,South Africa,Free State,2016-01-16,7.113,3176.1,0.692,,0.872,0.005,0.284,0.83,0.504,0.388
HAPPY_011954,Iran,Tehran,2016-10-17,4.787,15473.6,1.75,66.8,0.904,-0.214,0.434,0.589,0.027,0.215
HAPPY_005319,India,Uttar Pradesh,2018-10-10,8.219,5820.3,1.635,76.9,0.848,0.086,0.236,0.685,0.457,0.411
HAPPY_014418,USA,Pennsylvania,2019-07-10,8.286,14342.87,0.94,62.3,1.329,0.287,0.09,0.221,0.167,0.491
HAPPY_005509,Spain,Canary Islands,2023-04-25,3.808,10869.38,1.325,69.0,0.76,-0.18,0.607,0.798,0.869,0.317
HAPPY_000730,Spain,Andalusia,2019-12-05,7.725,104218.24,1.781,59.6,1.25,0.476,0.019,0.345,0.107,0.391
HAPPY_001862,USA,Massachusetts,2022-01-21,3.16,6558.71,0.977,62.7,0.434,-0.205,0.328,0.935,0.465,0.255
HAPPY_014936,Italy,Sicily,2015-06-11,8.259,12804.83,1.679,85.0,0.453,-0.062,0.055,0.57,0.159,0.421
HAPPY_007140,Italy,Friuli,2017-03-17,8.086,45528.0,1.507,58.0,0.934,0.054,0.385,0.622,0.658,0.604
HAPPY_008552,India,Rajasthan,2023-01-01,4.269,3896.58,0.918,63.8,0.518,-0.297,0.126,0.709,0.451,0.184
HAPPY_005722,Germany,Lower Saxony,2020-11-03,7.327,9957.1,1.214,61.3,1.095,-0.076,0.363,0.253,0.336,0.287
HAPPY_007871,China,Liaoning,2023-11-06,2.9,9103.01,1.958,71.6,1.052,-0.284,0.239,0.475,0.642,0.486
HAPPY_005768,Japan,Miyagi,2020-12-20,3.056,16468.95,1.653,67.3,1.224,-0.066,0.48,0.69,0.358,0.661
HAPPY_010166,Japan,Osaka,2017-04-15,7.38,13161.63,1.18,59.2,0.816,0.282,0.234,0.803,0.43,0.293
HAPPY_010603,Australia,South Australia,2020-02-06,4.703,20031.6,0.68,68.4,0.696,-0.328,0.251,0.909,0.644,0.192
HAPPY_014645,Iran,Kurdistan,2017-04-18,7.213,8424.28,0.844,64.1,0.973,-0.455,0.327,0.671,0.515,0.152
HAPPY_007748,France,Pays de la Loire,2021-09-07,3.526,14225.7,0.874,76.9,0.779,-0.049,0.078,0.916,0.507,0.482
HAPPY_000362,China,Chongqing,2021-05-03,8.466,13187.87,1.034,45.0,1.105,0.5,0.323,0.697,0.828,0.635
HAPPY_009155,France,Provence-Alpes-Cote d'Azur,2024-09-28,3.237,7364.15,0.977,79.2,0.839,0.121,0.336,0.79,0.269,0.615
HAPPY_002610,USA,New York,2016-02-25,5.601,11406.62,1.908,64.5,1.003,-0.096,0.421,0.687,,0.046
HAPPY_000813,Mexico,Zacatecas,2023-04-18,6.126,14984.65,0.568,55.2,0.46,-0.275,0.25,0.464,0.144,0.384
HAPPY_013443,Canada,New Brunswick,2019-01-18,5.872,25482.56,0.986,76.0,1.236,-0.476,0.581,0.696,0.19,0.574
HAPPY_002545,India,Odisha,2017-08-22,7.556,6551.15,0.908,66.9,0.729,0.073,0.505,0.334,0.445,0.636
HAPPY_004507,Australia,Australian Capital Territory,2023-11-07,8.438,6623.2,1.713,70.3,1.348,-0.5,0.831,0.583,0.573,0.124
HAPPY_015402,Russia,Krasnodar Krai,2017-11-28,5.827,27414.83,1.653,62.3,0.98,0.5,0.588,0.253,0.362,0.146
HAPPY_014238,South Africa,Eastern Cape,2023-06-28,5.069,26076.25,,75.5,0.767,0.5,0.128,0.536,0.278,0.242
HAPPY_006805,South Africa,Western Cape,2020-10-24,6.327,5274.93,1.078,75.2,0.844,0.5,0.509,0.961,0.54,0.696
HAPPY_006283,Russia,Nizhny Novgorod Oblast,2021-02-02,4.141,26073.58,0.707,70.9,0.705,0.032,0.408,0.916,0.337,0.444
HAPPY_007663,Brazil,Paraiba,2021-10-28,7.077,4865.24,0.645,53.0,1.23,-0.343,0.45,0.778,0.629,0.334
HAPPY_009060,Japan,Ibaraki,2022-03-27,6.64,8697.86,0.501,55.7,1.306,0.041,0.662,0.919,0.654,0.615
HAPPY_002050,South Africa,KwaZulu-Natal,2024-07-19,2.938,22358.4,0.896,79.6,0.855,-0.428,0.253,0.967,0.085,0.164
HAPPY_001479,France,Pays de la Loire,2016-12-15,8.466,13080.72,1.822,63.9,1.096,0.5,0.321,0.288,0.275,0.401
HAPPY_003585,Japan,Hyogo,2020-03-24,8.463,17244.61,1.339,85.0,0.744,0.294,0.56,0.462,0.393,0.207
HAPPY_001733,Italy,Apulia,2017-07-12,8.437,11015.45,0.734,55.3,0.886,-0.004,0.744,0.671,0.334,0.276
HAPPY_008853,Brazil,Espirito Santo,2020-03-26,4.663,13365.29,0.584,52.5,1.302,0.07,0.707,0.751,0.323,
HAPPY_012694,Italy,Trentino,2016-04-23,6.623,44263.26,1.796,72.6,0.9,0.351,0.159,0.949,0.021,0.566
HAPPY_000133,USA,Virginia,2021-01-28,6.362,11590.9,1.944,52.8,0.461,-0.03,0.607,0.384,0.066,0.543
HAPPY_006037,South Africa,Northern Cape,2022-10-15,6.419,4968.91,0.507,85.0,0.733,-0.169,0.416,0.767,0.275,0.434
HAPPY_006818,China,Fujian,2019-03-02,5.276,11735.44,1.628,67.0,0.718,0.217,0.095,0.672,,0.287
HAPPY_002789,Turkey,Diyarbakir,2016-09-16,5.346,92917.99,,60.0,0.832,0.224,0.16,0.71,0.548,0.783
HAPPY_005269,USA,Washington,2015-10-07,4.56,17623.03,1.388,60.1,0.957,-0.083,0.689,0.816,0.621,0.229
HAPPY_011834,South Africa,Free State,2020-04-12,6.385,31271.87,1.432,61.7,1.001,-0.29,0.625,0.516,0.501,0.041
HAPPY_015356,Brazil,Para,2018-11-12,5.511,9546.83,1.518,72.8,0.596,0.327,0.713,0.309,0.572,0.326
HAPPY_011654,Japan,Miyagi,2016-12-05,3.637,41531.32,1.565,78.7,0.757,-0.158,0.459,0.863,0.325,0.498
HAPPY_000367,Canada,Manitoba,2023-08-01,7.676,3804.02,1.736,83.4,1.473,-0.093,0.03,0.582,0.581,0.492
HAPPY_007237,Canada,Saskatchewan,2016-09-15,6.995,27374.17,1.737,65.7,0.496,-0.049,0.177,0.731,0.364,0.04
HAPPY_005568,India,West Bengal,2020-01-15,3.677,122414.14,,57.6,0.58,0.016,0.546,0.772,0.217,0.66
HAPPY_005682,Canada,Manitoba,2016-07-10,6.758,30623.69,0.697,64.6,1.36,0.168,0.619,0.984,0.284,0.727
HAPPY_007581,USA,Colorado,2024-04-01,5.139,11985.11,1.759,72.7,1.13,0.363,0.727,0.758,0.349,0.323
HAPPY_000668,Iran,Gilan,2021-05-03,7.242,32473.65,1.458,50.2,1.118,0.217,0.426,0.503,0.731,0.548
HAPPY_008147,Iran,Hamadan,2021-01-11,3.672,62690.32,1.774,46.9,0.708,-0.241,0.579,0.821,0.791,0.393
HAPPY_000496,Mexico,Durango,2023-12-14,5.228,6009.53,1.465,80.4,0.401,0.086,0.536,0.788,0.37,0.403
HAPPY_007209,South Korea,Jeju,2024-01-18,7.05,8875.06,0.479,71.3,1.12,-0.489,0.108,0.639,0.405,0.434
HAPPY_012305,UK,London,2021-12-25,5.079,18325.56,0.444,63.8,1.309,0.424,0.107,0.512,,0.357
HAPPY_015110,China,Henan,2020-09-06,3.302,16266.64,1.014,70.9,1.389,-0.142,0.631,0.351,0.401,0.355
HAPPY_004032,India,West Bengal,2019-03-04,4.256,33389.72,1.717,65.4,0.709,-0.5,0.389,0.406,0.147,0.531
HAPPY_007713,USA,Georgia,2018-01-06,5.635,12222.96,1.402,54.3,0.721,0.09,0.146,0.655,0.404,0.7
HAPPY_007669,Italy,Molise,2018-01-08,6.963,5797.97,1.821,57.7,0.531,0.5,0.239,0.732,0.096,0.422
HAPPY_013201,USA,New York,2020-07-22,6.177,2866.6,0.501,72.3,0.847,-0.188,0.588,0.306,0.446,0.361
HAPPY_005413,Turkey,Antalya,2018-01-24,6.81,7187.04,1.214,67.6,1.111,0.212,0.106,0.505,0.204,0.135
HAPPY_012135,China,Chongqing,2018-01-09,2.626,11251.3,1.708,46.6,0.872,0.216,0.393,0.337,0.337,0.727
HAPPY_007967,USA,Arizona,2015-10-27,4.658,6900.09,1.431,60.0,0.623,0.36,0.592,0.678,0.407,0.607
HAPPY_010901,Brazil,Parana,2022-11-14,2.689,12643.82,1.847,71.7,1.338,0.405,0.292,0.596,0.13,0.812
HAPPY_001327,Germany,Thuringia,2023-10-09,4.813,3226.9,1.037,65.7,1.434,0.299,0.474,0.792,0.421,0.695
HAPPY_004948,Australia,New South Wales,2021-04-25,8.099,41271.29,1.96,67.6,1.3,-0.239,0.455,0.357,0.439,0.117
HAPPY_009807,USA,Pennsylvania,2019-11-25,6.427,10925.72,0.829,81.2,0.98,0.481,0.151,0.644,0.455,0.188
HAPPY_006215,Turkey,Kahramanmaras,2015-05-06,4.454,12632.67,1.107,50.3,1.091,-0.105,0.317,0.538,0.474,0.711
HAPPY_010813,Germany,Baden-Wurttemberg,2021-08-01,8.185,11051.54,1.716,84.4,0.466,0.093,0.503,0.813,0.74,0.44
HAPPY_010359,Italy,Trentino,2018-07-09,7.971,4489.29,0.994,79.5,0.571,0.411,0.528,0.798,0.369,0.086
HAPPY_004067,Iran,West Azerbaijan,2020-11-24,4.535,12987.08,,49.8,0.944,0.179,0.1,0.902,0.557,0.445
HAPPY_014155,UK,England,2018-11-23,7.098,18668.85,1.697,66.6,0.488,0.019,0.221,0.323,0.477,0.242
HAPPY_015644,Brazil,Sao Paulo,2018-12-13,5.685,2863.73,1.954,,0.841,-0.101,0.348,0.293,0.087,0.433
HAPPY_008271,India,Haryana,2018-03-24,5.632,3258.34,1.01,63.4,1.297,-0.02,0.283,0.458,0.276,0.634
HAPPY_001265,India,Andhra Pradesh,2017-02-13,2.764,11907.54,1.517,45.0,0.81,-0.019,0.353,0.622,0.719,0.357
HAPPY_010285,Iran,Qom,2023-09-14,7.914,6416.01,1.937,77.5,1.253,-0.193,0.39,0.418,0.38,0.752
HAPPY_000713,Japan,Tokyo,2016-04-04,8.448,74315.05,0.361,,1.129,0.415,0.579,0.935,0.057,0.194
HAPPY_007779,Spain,Extremadura,2023-10-25,8.469,3663.44,0.925,51.6,0.821,0.382,0.599,0.744,0.675,0.067
HAPPY_005273,France,Nouvelle-Aquitaine,2024-12-25,3.563,21677.57,1.559,55.5,1.369,-0.169,0.02,0.226,0.376,0.351
HAPPY_008055,Germany,Saxony-Anhalt,2018-09-22,5.135,26661.2,1.506,72.5,0.69,-0.453,0.314,0.535,0.859,0.566
HAPPY_008362,Iran,Isfahan,2016-07-19,2.91,15586.72,1.199,59.0,1.33,0.36,0.763,0.378,0.194,0.637
HAPPY_014473,South Korea,Seoul,2016-05-10,3.793,3969.48,1.787,55.2,1.209,-0.203,0.312,0.369,0.24,0.502
HAPPY_004120,Mexico,Baja California,2020-10-10,3.001,9095.28,1.576,68.4,0.81,-0.195,0.769,0.435,0.463,0.412
HAPPY_008167,Turkey,Hatay,2021-08-23,7.953,44517.38,1.447,81.6,0.991,-0.152,0.305,0.373,0.35,0.577
HAPPY_008848,Turkey,Balikesir,2020-09-03,6.594,11285.08,0.875,77.7,1.132,-0.05,0.676,0.415,0.451,
HAPPY_000344,UK,Scotland,2020-07-05,6.368,5121.89,1.579,60.5,1.139,0.134,0.11,0.75,0.5,0.291
HAPPY_010249,India,Andhra Pradesh,2023-07-02,5.909,34292.01,1.826,59.0,0.901,0.071,0.341,0.711,0.291,0.347
HAPPY_011537,China,Anhui,2017-05-10,5.164,26815.88,1.56,61.0,0.77,0.148,0.505,0.308,0.4,0.584
HAPPY_000302,Russia,Samara Oblast,2018-03-26,7.633,30191.98,1.526,69.9,0.491,0.344,0.875,0.581,0.523,0.692
HAPPY_014254,China,Jiangxi,2015-05-04,3.953,10257.01,0.47,,0.762,-0.091,0.055,0.591,0.43,0.607
HAPPY_005222,Mexico,Nuevo Leon,2015-06-14,3.224,70292.73,0.505,61.3,1.212,0.032,0.347,,0.382,0.24
HAPPY_015182,Iran,Alborz,2015-11-20,2.801,5919.47,1.278,62.2,1.003,0.277,0.24,,0.795,0.161
